"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL6010027";"";"None";"608.58";"1";"1.46";"BDBM442740";"Cc1nnn(Cc2cc(C(F)(F)F)ccc2CCC(=O)N2CC3=C(C2)CN(C(=O)c2ncc(S(N)(=O)=O)cc2F)C3)n1";"IC50";"'='";"3.0";"nM";"8.52";"";"901492";"UO_0000065";"14.00";"0.28";"7.06";"5.42";"0";"CHEMBL5735161";"Enzyme Inhibition Assay: ATX inhibition was measured by a fluorescence quenching assay using a specifically labeled substrate analogue (MR121 substrate). To obtain this MR121 substrate, BOC and TBS protected 6-amino-hexanoic acid (R)-3-({2-[3-(2-{2-[2-(2-amino-ethoxy)-ethoxy]-ethoxy}-ethoxy)-propionylamino]-ethoxy}-hydroxy-phosphoryloxy)-2-hydroxy-propyl ester (Ferguson et al., Org Lett 2006, 8 (10), 2023) was labeled with MR121 fluorophore (CAS 185308-24-1, 1-(3-carboxypropyl)-11-ethyl-1,2,3,4,8,9,10,11-octahydro-dipyrido[3,2-b:2′,3′-i]phenoxazin-13-ium) on the free amine of the ethanolamine side and then, after deprotection, subsequently with tryptophan on the side of the aminohexanoic acid.Assay working solutions were made as follows:Assay buffer (50 mM Tris-HCl, 140 mM NaCl, 5 mM KCl, 1 mM CaCl2, 1 mM MgCl2, 0.01% Triton-X-100, pH 8.0;ATX solution: ATX (human His-tagged) stock solution (1.08 mg/mL in 20 mM bicine, pH 8.5, 0.15 M NaCl, 10% glycerol, 0.3% CHAPS, 0.02% NaN3), diluted to 1.4-2.5× final concentration in assay buffer;";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727698";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"3.0"
"CHEMBL4853833";"";"None";"589.60";"2";"5.24";"8v";"COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"278.2";"nM";"6.56";"";"";"UO_0000065";"11.12";"0.22";"1.32";"4.50";"0";"CHEMBL4815792";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813962";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";"";"278.2"
"CHEMBL4528023";"";"None";"384.45";"1";"5.48";"1q";"O=S(=O)(Oc1ccc(-c2ccc3sccc3c2)cc1)c1ccc(F)cc1";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"14.77";"0.30";"0.20";"13.09";"0";"CHEMBL4396670";"Inhibition of human recombinant N-HA-tagged carbonic anhydrase 2 expressed in HEK293T cells using p-nitrophenyl acetate as substrate measured after 30 mins by colorimetric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393733";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"2.1"
"CHEMBL5895953";"";"None";"595.60";"1";"3.14";"BDBM442689";"CC(C)(C)C(=O)Nc1cc(C(F)(F)F)cnc1COC(=O)N1CC2=C(C1)CN(C(=O)c1ccc(S(N)(=O)=O)cc1)C2";"IC50";"'='";"27.0";"nM";"7.57";"";"901407";"UO_0000065";"12.71";"0.25";"4.43";"4.98";"0";"CHEMBL5735161";"Enzyme Inhibition Assay: ATX inhibition was measured by a fluorescence quenching assay using a specifically labeled substrate analogue (MR121 substrate). To obtain this MR121 substrate, BOC and TBS protected 6-amino-hexanoic acid (R)-3-({2-[3-(2-{2-[2-(2-amino-ethoxy)-ethoxy]-ethoxy}-ethoxy)-propionylamino]-ethoxy}-hydroxy-phosphoryloxy)-2-hydroxy-propyl ester (Ferguson et al., Org Lett 2006, 8 (10), 2023) was labeled with MR121 fluorophore (CAS 185308-24-1, 1-(3-carboxypropyl)-11-ethyl-1,2,3,4,8,9,10,11-octahydro-dipyrido[3,2-b:2′,3′-i]phenoxazin-13-ium) on the free amine of the ethanolamine side and then, after deprotection, subsequently with tryptophan on the side of the aminohexanoic acid.Assay working solutions were made as follows:Assay buffer (50 mM Tris-HCl, 140 mM NaCl, 5 mM KCl, 1 mM CaCl2, 1 mM MgCl2, 0.01% Triton-X-100, pH 8.0;ATX solution: ATX (human His-tagged) stock solution (1.08 mg/mL in 20 mM bicine, pH 8.5, 0.15 M NaCl, 10% glycerol, 0.3% CHAPS, 0.02% NaN3), diluted to 1.4-2.5× final concentration in assay buffer;";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727698";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"27.0"
"CHEMBL5895953";"";"None";"595.60";"1";"3.14";"BDBM442689";"CC(C)(C)C(=O)Nc1cc(C(F)(F)F)cnc1COC(=O)N1CC2=C(C1)CN(C(=O)c1ccc(S(N)(=O)=O)cc1)C2";"IC50";"'='";"8.0";"nM";"8.10";"";"901419";"UO_0000065";"13.59";"0.27";"4.96";"5.33";"0";"CHEMBL5735161";"Enzyme Inhibition Assay: ATX inhibition was measured by a fluorescence quenching assay using a specifically labeled substrate analogue (MR121 substrate). To obtain this MR121 substrate, BOC and TBS protected 6-amino-hexanoic acid (R)-3-({2-[3-(2-{2-[2-(2-amino-ethoxy)-ethoxy]-ethoxy}-ethoxy)-propionylamino]-ethoxy}-hydroxy-phosphoryloxy)-2-hydroxy-propyl ester (Ferguson et al., Org Lett 2006, 8 (10), 2023) was labeled with MR121 fluorophore (CAS 185308-24-1, 1-(3-carboxypropyl)-11-ethyl-1,2,3,4,8,9,10,11-octahydro-dipyrido[3,2-b:2′,3′-i]phenoxazin-13-ium) on the free amine of the ethanolamine side and then, after deprotection, subsequently with tryptophan on the side of the aminohexanoic acid.Assay working solutions were made as follows:Assay buffer (50 mM Tris-HCl, 140 mM NaCl, 5 mM KCl, 1 mM CaCl2, 1 mM MgCl2, 0.01% Triton-X-100, pH 8.0;ATX solution: ATX (human His-tagged) stock solution (1.08 mg/mL in 20 mM bicine, pH 8.5, 0.15 M NaCl, 10% glycerol, 0.3% CHAPS, 0.02% NaN3), diluted to 1.4-2.5× final concentration in assay buffer;";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727698";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"8.0"
"CHEMBL6028783";"";"None";"645.63";"1";"2.98";"BDBM457097";"CO[C@]12CN(C(=O)OCc3ncc(C(F)(F)F)cc3NC(=O)C(C)(C)C)C[C@@H]1CN(C(=O)c1ccc(S(N)(=O)=O)cc1F)C2";"IC50";"'='";"10.0";"nM";"8.00";"";"942701";"UO_0000065";"12.39";"0.25";"5.02";"4.96";"0";"CHEMBL5735601";"Inhibition Assay: CA-II: Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/ml BSA, pH 7.5;  Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727886";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"10.0"
"CHEMBL3786719";"";"None";"270.35";"0";"0.65";"20";"CN(C)S(=O)(=O)NC1CCc2ccc(O)cc2C1";"IC50";"'='";"10.84";"nM";"7.96";"";"";"UO_0000065";"29.46";"0.60";"7.31";"11.44";"0";"CHEMBL3789778";"Inhibition of human carbonic anhydrase 2 using 4-nitrophenylacetate as substrate by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3784977";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";"";"10.84"
"CHEMBL51975";"";"None";"336.42";"0";"-0.31";"69";"NS(=O)(=O)c1cc2cc(C(=O)NCC(O)CO)sc2s1";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"25.25";"0.58";"8.80";"6.55";"0";"CHEMBL656579";"In vitro inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"3.2E-9"
"CHEMBL2019150";"";"None";"297.31";"0";"3.06";"17";"COc1ccc(-c2c(N)oc3cc(OC)ccc3c2=O)cc1";"IC50";"'='";"8740.0";"nM";"5.06";"";"";"UO_0000065";"17.01";"0.31";"2.00";"6.77";"0";"CHEMBL2019838";"Inhibition of cytosolic human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016452";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"8.74"
"CHEMBL2019151";"";"None";"327.34";"0";"3.07";"18";"COc1ccc2c(=O)c(-c3ccc(OC)c(OC)c3)c(N)oc2c1";"IC50";"'='";"8350.0";"nM";"5.08";"";"";"UO_0000065";"15.51";"0.29";"2.01";"6.05";"0";"CHEMBL2019838";"Inhibition of cytosolic human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016452";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"8.35"
"CHEMBL355157";"";"None";"212.23";"0";"0.66";"10b";"Nc1ccc2cc(S(N)(=O)=O)oc2c1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"35.82";"0.74";"6.94";"7.65";"0";"CHEMBL656576";"In vitro inhibition of human carbonic anhydrase II (0.1 nM).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124833";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"25.0"
"CHEMBL4637712";"";"None";"369.35";"0";"3.09";"7c";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2cccc(F)c2)nn1";"IC50";"'='";"9780.0";"nM";"5.01";"";"";"UO_0000065";"13.56";"0.25";"1.92";"5.79";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"9.78"
"CHEMBL4632577";"";"None";"385.81";"0";"3.61";"7e";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccccc2Cl)nn1";"IC50";"'='";"13980.0";"nM";"4.85";"";"";"UO_0000065";"12.58";"0.25";"1.24";"5.61";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"13.98"
"CHEMBL4641866";"";"None";"385.81";"0";"3.61";"7f";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2cccc(Cl)c2)nn1";"IC50";"'='";"6760.0";"nM";"5.17";"";"";"UO_0000065";"13.40";"0.26";"1.56";"5.98";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"6.76"
"CHEMBL4799997";"";"None";"353.35";"0";"2.06";"SLC-149";"NS(=O)(=O)c1ccc(N2CCN(c3ccc(F)cc3F)C2=O)cc1";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"17.29";"0.35";"4.05";"7.30";"0";"CHEMBL4736959";"Inhibition of human full length CAH2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in esterase activity using p-nitrophenyl acetate substrate by stopped flow CO2 hydration assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4732171";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"0.78"
"CHEMBL44173";"";"None";"275.39";"0";"2.55";"16a";"CCCCCCC(=O)c1csc(S(N)(=O)=O)c1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"30.14";"0.67";"5.75";"10.75";"0";"CHEMBL656581";"Activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127528";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"5.0"
"CHEMBL83232";"";"None";"331.33";"0";"0.73";"27";"NS(=O)(=O)c1cc2ccc(OS(=O)(=O)[O-])cc2s1.[Na+]";"IC50";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"26.40";"0.62";"7.44";"6.60";"0";"CHEMBL656570";"50% inhibition of human carbonic anhydrase II assayed by CO2 hydration catalyzed by human erythrocytes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124376";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"6.8"
"CHEMBL82867";"";"None";"353.23";"0";"1.02";"28";"NS(=O)(=O)c1cc2ccc(OP(=O)([O-])[O-])cc2s1.[Na+].[Na+]";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"22.63";"0.53";"5.98";"5.52";"0";"CHEMBL656570";"50% inhibition of human carbonic anhydrase II assayed by CO2 hydration catalyzed by human erythrocytes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124376";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"100.0"
"CHEMBL3415382";"";"None";"368.50";"0";"0.36";"5a";"CCN[C@H]1C[C@H](CCCO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"19.23";"0.44";"6.73";"5.60";"0";"CHEMBL3419422";"Inhibition of human carbonic anhydrase 2 assessed as reduction in enzyme activity incubated for 30 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414464";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"82.0"
"CHEMBL3415381";"";"None";"385.45";"0";"-0.20";"3c";"CCN[C@H]1C[C@H](CO[N+](=O)[O-])S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"IC50";"'='";"156.0";"nM";"6.81";"";"";"UO_0000065";"17.66";"0.40";"7.01";"4.29";"0";"CHEMBL3419422";"Inhibition of human carbonic anhydrase 2 assessed as reduction in enzyme activity incubated for 30 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414464";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"156.0"
"CHEMBL3310984";"";"None";"241.36";"0";"2.46";"3";"CCCC(C)NS(=O)(=O)c1ccc(C)cc1";"IC50";"'='";"8071.0";"nM";"5.09";"";"";"UO_0000065";"21.10";"0.43";"2.63";"11.03";"0";"CHEMBL3373762";"Inhibition of CA-2 (unknown origin) after 15 mins by CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352662";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"8.071"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"ACETAZOLAMIDE";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"101.0";"nM";"7.00";"";"";"UO_0000065";"31.48";"0.73";"7.86";"6.08";"0";"CHEMBL1909123";"DRUGMATRIX: Carbonic Anhydrase II enzyme inhibition (substrate: 4-Nitrophenyl acetate (4-NPA))";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833281";"";"";"";"0.101"
"CHEMBL2440438";"";"None";"283.11";"1";"0.44";"11";"O=P(O)(O)C(Nc1ccc(O)cc1)P(=O)(O)O";"IC50";"'='";"8199.0";"nM";"5.09";"";"";"UO_0000065";"17.97";"0.41";"4.65";"3.45";"0";"CHEMBL3240045";"Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232909";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"8.199"
"CHEMBL2440431";"";"None";"393.66";"0";"3.18";"18";"O=P(O)(O)C(Nc1ccc(Oc2ccc(Cl)cc2)cc1)P(=O)(O)O";"IC50";"'='";"9371.0";"nM";"5.03";"";"";"UO_0000065";"12.77";"0.29";"1.85";"3.69";"0";"CHEMBL3240045";"Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232909";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"9.371"
"CHEMBL2392432";"";"None";"438.30";"0";"1.52";"11";"NS(=O)(=O)c1ccc(CNC2CC(=O)N(c3cccc(Br)c3)C2=O)cc1";"IC50";"'='";"48.09";"nM";"7.32";"";"";"UO_0000065";"16.70";"0.38";"5.80";"6.68";"0";"CHEMBL2394010";"Inhibition of full length carbonic anhydrase-2 in human erythrocytes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390891";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"48.09"
"CHEMBL2392429";"";"None";"373.39";"0";"1.24";"8";"NS(=O)(=O)c1ccc(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)cc1";"IC50";"'='";"33.92";"nM";"7.47";"";"";"UO_0000065";"20.00";"0.39";"6.23";"5.90";"0";"CHEMBL2394010";"Inhibition of full length carbonic anhydrase-2 in human erythrocytes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390891";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"33.92"
"CHEMBL2392427";"";"None";"340.45";"0";"2.82";"6";"NS(=O)(=O)c1ccc(CCNCc2cccc3ccccc23)cc1";"IC50";"'='";"153.18";"nM";"6.82";"";"";"UO_0000065";"20.02";"0.39";"3.99";"9.44";"0";"CHEMBL2394010";"Inhibition of full length carbonic anhydrase-2 in human erythrocytes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390891";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"153.18"
"CHEMBL2392424";"";"None";"426.43";"0";"1.73";"2";"NS(=O)(=O)c1ccc(-n2cccc2/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)cc1";"IC50";"'='";"41.97";"nM";"7.38";"";"";"UO_0000065";"17.30";"0.34";"5.65";"6.44";"0";"CHEMBL2394010";"Inhibition of full length carbonic anhydrase-2 in human erythrocytes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390891";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"41.97"
"CHEMBL425287";"";"None";"458.60";"0";"2.28";"5";"CCc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"14.26";"0.30";"4.26";"4.71";"0";"CHEMBL657915";"Compound was tested for inhibition of human carbonic anhydrase (hCA II)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136620";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"290.0"
"CHEMBL2408089";"";"None";"482.95";"0";"4.71";"5p";"Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nc(C)cc(C)n4)cc3)c(Cl)c2c1";"IC50";"'='";"141.0";"nM";"6.85";"";"";"UO_0000065";"14.19";"0.28";"2.14";"5.98";"0";"CHEMBL2411710";"Inhibition of human recombinant CA2 using 4-nitrophenylacetate as substrate preincubated for 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407072";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.141"
"CHEMBL3093003";"";"None";"278.72";"0";"0.27";"10b";"NS(=O)(=O)NC[C@H]1COc2ccc(Cl)cc2O1";"IC50";"'='";"36000.0";"nM";"4.44";"";"";"UO_0000065";"15.94";"0.36";"4.17";"4.90";"0";"CHEMBL3097934";"Inhibition of human carbonic anhydrase 2 by CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091339";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"36.0"
"CHEMBL2019153";"";"None";"270.72";"0";"3.43";"21";"Nc1[nH]c2cc(Cl)ccc2c(=O)c1-c1ccccc1";"IC50";"'='";"6440.0";"nM";"5.19";"";"";"UO_0000065";"19.18";"0.37";"1.76";"8.82";"0";"CHEMBL2019838";"Inhibition of cytosolic human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016452";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"6.44"
"CHEMBL4870385";"";"None";"551.42";"1";"1.49";"ML-792";"NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ncncc2C(=O)c2ccn(Cc3cccc(Br)c3)n2)C[C@@H]1O";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"14.51";"0.32";"6.51";"4.93";"0";"CHEMBL4835022";"Inhibition of recombinant human CA2 expressed in Escherichia coli using fluorescein diacetate as substrate at pH 3.5 by fluorometric esterase assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834402";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"0.01"
